timestamp,side,quantity,fill_price,fee,reason,cash_after,shares_after,equity_after
2024-01-03,BUY,249.75896494940366,100.14655532011453,1.0,signal,74986.5,249.75896494940366,99986.5
2024-01-04,SELL,249.75896494940366,101.01747444228626,1.0,signal,100215.51985850825,0.0,100215.51985850825
2024-01-07,BUY,255.60003537208985,98.06887103172323,1.0,signal,75148.11295389888,255.60003537208985,100201.99291852594
2024-01-08,SELL,255.60003537208985,97.69041686649021,1.0,signal,100116.78696048798,0.0,100116.78696048798
2024-01-09,BUY,256.0474350234368,97.80106305771004,1.0,signal,75074.07562199593,256.0474350234368,100103.27236211792
2024-01-10,BUY,1.5588033688047744,96.99611734711115,1.0,signal,74921.87774751427,257.60623839224155,99896.19551707125
2024-01-11,SELL,1.743913880667833,97.78036879052911,1.0,signal,75091.3982899049,255.86232451157372,100122.22615418075
2024-01-12,SELL,255.86232451157372,98.57023072405168,1.0,signal,100310.8066506029,0.0,100310.8066506029
2024-04-06,BUY,253.05352145678654,99.14993622314267,1.0,signal,75219.56613712086,253.05352145678654,100297.26779977158
2024-04-07,BUY,1.8191807017501276,98.19091161045542,1.0,signal,75039.93912563186,254.87270215853667,100053.61525713291
2024-04-08,SELL,0.8207801183191634,98.51434721251492,1.0,signal,75119.79774319309,254.0519220402175,100160.07714076864
2024-04-10,BUY,2.3517725247196495,97.40924804275483,1.0,signal,74889.71334999254,256.40369456493715,99853.32262830809
2024-04-11,SELL,2.5254357876508777,98.60538462042334,1.0,signal,75137.73491716804,253.87825877728628,100184.02141391409
2024-04-12,SELL,253.87825877728628,98.28367077688034,1.0,signal,100088.82212024248,0.0,100088.82212024248
2024-04-13,BUY,252.5262129786687,99.13710080838369,1.0,signal,75053.10548741682,252.5262129786687,100075.31101747743
2024-04-14,BUY,1.6926095517629562,98.24128043802992,1.0,signal,74885.82135776998,254.21882253043165,99848.12284386482
2024-04-16,BUY,2.105848077148977,97.16667256511683,1.0,signal,74680.20310718576,256.32467060758063,99573.97156224644
2024-04-17,BUY,0.5930914430301755,96.86639540813862,1.0,signal,74621.75247695202,256.9177620506108,99496.01287292258
2024-04-18,SELL,1.665146537722734,97.61177092860808,1.0,signal,74783.29037935477,255.25261551288807,99711.41427567504
2024-04-19,SELL,255.25261551288807,95.95498640519708,1.0,signal,99275.05163078495,0.0,99275.05163078495
2024-04-27,BUY,262.0231529431625,94.76709218340109,1.0,signal,74442.87934163486,262.0231529431625,99261.6422493311
2024-04-29,SELL,262.0231529431625,96.01578008385567,1.0,signal,99600.23677150403,0.0,99600.23677150403
2024-06-03,BUY,266.82288637065545,93.36721284045095,1.0,signal,74686.72754903158,266.82288637065545,99586.78674190759
2024-06-04,SELL,3.569815388099414,94.95089149889097,1.0,signal,75024.68470261808,263.25307098255604,100033.30279127692
2024-06-05,SELL,263.25307098255604,95.10307358587505,1.0,signal,100059.8608839797,0.0,100059.8608839797
2024-08-04,BUY,257.6833396756916,97.12491593404465,1.0,signal,75031.38818037427,257.6833396756916,100046.3534013692
2024-08-05,SELL,257.6833396756916,98.35459639808491,1.0,signal,100374.72905268754,0.0,100374.72905268754
2024-08-29,BUY,266.36178089813933,94.2561242068901,1.0,signal,75267.49994838408,266.36178089813933,100361.18221155596
2024-08-30,BUY,3.4756062233835223,92.62763438837531,1.0,signal,74944.56276584655,269.83738712152285,99926.47065051112
2024-08-31,BUY,2.947485934077065,91.29653337247902,1.0,signal,74674.46751790117,272.7848730555999,99566.33485066282
2024-09-01,SELL,4.327246803012656,93.17462989219378,1.0,signal,75076.65713722406,268.45762625258726,100102.61008151791
2024-09-02,BUY,2.5607113752157034,92.09508011149452,1.0,signal,74839.82821798115,271.01833762780296,99786.81024248549
2024-09-04,SELL,1.5766231939016961,92.72084973130991,1.0,signal,74985.0140602258,269.44171443390127,99980.37645679637
2024-09-05,SELL,5.764909504208447,95.44226895081434,1.0,signal,75534.23010360358,263.6768049296928,100712.73188668626
2024-09-06,SELL,263.6768049296928,94.3527318586781,1.0,signal,100411.85697648785,0.0,100411.85697648785
