timestamp,side,quantity,fill_price,fee,reason,cash_after,shares_after,equity_after
2024-01-16 16:00:00,BUY,219.45529057720154,113.97537937779141,1.0,signal,74986.5,219.45529057720154,99986.5
2024-01-16 17:00:00,SELL,219.45529057720154,111.61437964355241,1.0,signal,99479.86611726988,0.0,99479.86611726988
2024-01-19 22:00:00,BUY,230.79290799113517,107.8126781674672,1.0,signal,74596.46460468776,230.79290799113517,99466.43113400522
2024-01-19 23:00:00,SELL,230.79290799113517,107.90976399387814,1.0,signal,99500.27283747199,0.0,99500.27283747199
2024-02-23 00:00:00,BUY,238.81901533222276,104.21073761170777,1.0,signal,74611.76709399931,238.81901533222276,99486.8353033673
2024-02-23 01:00:00,SELL,238.81901533222276,104.52618293353952,1.0,signal,99573.607178623,0.0,99573.607178623
2024-03-30 07:00:00,BUY,406.42157359329946,61.280822952759934,1.0,signal,74666.75868306993,406.42157359329946,99560.16047772567
2024-03-30 08:00:00,SELL,406.42157359329946,60.79747509823412,1.0,signal,99375.16418299369,0.0,99375.16418299369
2024-04-17 05:00:00,BUY,327.77360298476265,75.83347992311265,1.0,signal,74517.95124172239,327.77360298476265,99361.74228747081
2024-04-17 06:00:00,SELL,327.77360298476265,75.72494313951948,1.0,signal,99337.58869037897,0.0,99337.58869037897
2024-05-22 21:00:00,BUY,227.72653859499164,109.10811943341719,1.0,signal,74489.77431919792,227.72653859499164,99324.17149179266
2024-05-22 22:00:00,BUY,2.7019137320597224,107.3896054747024,1.0,signal,74198.61686948535,230.42845232705136,98931.87082805438
2024-05-22 23:00:00,SELL,230.42845232705136,108.82012909911862,1.0,signal,99272.87079982518,0.0,99272.87079982518
2024-06-04 13:00:00,BUY,155.30118760445194,159.88690873407373,1.0,signal,74441.24399101891,155.30118760445194,99259.46169097521
2024-06-04 14:00:00,SELL,155.30118760445194,159.8884176606899,1.0,signal,99271.10513792068,0.0,99271.10513792068
2024-06-16 06:00:00,BUY,182.3503467342657,136.16746892621362,1.0,signal,74439.91996529826,182.3503467342657,99257.69624977844
2024-06-16 07:00:00,SELL,182.3503467342657,135.91840855325702,1.0,signal,99223.68889255427,0.0,99223.68889255427
2024-07-10 16:00:00,BUY,145.95212203809464,170.04429149562046,1.0,signal,74404.36370830414,145.95212203809464,99210.2859314427
2024-07-10 17:00:00,SELL,0.10079569643508535,170.00027513937985,1.0,signal,74420.49900443097,145.85132634165956,99227.66819655264
2024-07-10 18:00:00,SELL,145.85132634165956,169.95934727387515,1.0,signal,99208.29522848838,0.0,99208.29522848838
2024-08-04 11:00:00,BUY,195.51950223089142,126.91559952276235,1.0,signal,74392.82038446273,195.51950223089142,99194.89419158483
2024-08-04 12:00:00,SELL,0.17477174441202692,126.91717752091206,1.0,signal,74414.00192097391,195.3447304864794,99219.00626007069
2024-08-04 13:00:00,SELL,195.3447304864794,125.46809004659251,1.0,signal,98922.53215577886,0.0,98922.53215577886
2024-08-25 08:00:00,BUY,138.75453003952387,178.3220940492264,1.0,signal,74178.53380031468,138.75453003952387,98909.16683925939
2024-08-25 09:00:00,BUY,0.3645449131518319,177.66759704161197,1.0,signal,74112.76598158125,139.1190749526757,98817.36543135016
2024-08-25 10:00:00,SELL,139.1190749526757,176.4573726402353,1.0,signal,98660.35243187037,0.0,98660.35243187037
2024-09-08 17:00:00,BUY,93.42937467523828,264.12914287182815,1.0,signal,73981.93177984879,93.42937467523828,98647.01988781638
2024-09-08 18:00:00,SELL,93.42937467523828,260.3969159644099,1.0,signal,98309.65280576418,0.0,98309.65280576418
2024-10-29 21:00:00,BUY,47.94276562384815,512.8970260282631,1.0,signal,73718.95089772242,47.94276562384815,98296.36409916346
2024-10-29 22:00:00,SELL,47.94276562384815,515.440022289821,1.0,signal,98429.57107951437,0.0,98429.57107951437
2024-11-01 17:00:00,BUY,45.782555005110964,537.75278517145,1.0,signal,73808.87461325084,45.782555005110964,98416.26738312942
2024-11-01 18:00:00,SELL,45.782555005110964,534.770981831882,1.0,signal,98291.05650410618,0.0,98291.05650410618
